No,Group,Post URL,Message,PostTime,ScrapedAt
14,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359485240963133/,"สอบถามครับ ค่าไฟ 2000 - 2500
ใช้ไฟ 24 ชม. WFH 
ติดของแบรนด์ 
Sigenergy หรือ Huawei ดีครับ  
งบ 200,000 - 250,000 (ผ่อน)",7 นาที,2026-04-27 12:30:42
15,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359482970963360/,"390 Jinko. มือสอง 1490
สนใจ ทัก 086-353453 ปลา",11 นาที,2026-04-27 12:30:42
16,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359481270963530/,ขอ ทอป3 แบตเตอรี่ที่น่าเชื่อถือและมีบริการหลังการขายที่ดีหน่อยครับ,13 นาที,2026-04-27 12:30:47
17,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299622035471192/,"สอบถามครับ ค่าไฟ 2000 - 2500
ใช้ไฟ 24 ชม. WFH
ติดของแบรนด์
Sigenergy หรือ Huawei ดีครับ
งบ 200,000 - 250,000 (ผ่อน)",4 นาที,2026-04-27 12:30:59
18,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298849375548458/,"หาบริบัทติดตั้ง โซลาเซล ในชลบุรี ใช้ไฟทั้งกลางวันและกลางคืน ค่าไฟที่บ้านอยู่ประมาน4000-5000
ขอบคุณครับ",21 ชั่วโมง,2026-04-27 12:30:59
19,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299621202137942/,ปรึกษาคา... ดูเพิ่มเติม,5 นาที,2026-04-27 12:30:59
20,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298592292240833/,สอบถามค่ะ ที่บ้านใช้ไฟ 10000b-12000 บาทต่อเดือน อยากติดsolar cell ติดแบบ ไหนเพื่อคุมค่าใช้จ่ายท้้งหมด หรือ ต้องติดแบบไหนและระบบไหน ติดเจ้าไหนดี รบกวนแนะนำค่ะ,1 วัน,2026-04-27 12:30:59
21,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1241734721259924/,MeDee พัดลมโซล่าเซล/พัดลมโซล่าเซลล์ 16 นิ้ว พร้อมแผงโซล่าเซลส์ หลอดไฟ LED 2 หล... ดูเพิ่มเติม,14 นาที,2026-04-27 12:31:11
22,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299522522147810/,#พร้อมส่งไทย แบตลิเธียม LiFeP04 CATL 12V 24V 48V 100A 150A 200A 100-400ah ราคาส่งโรงงานมาเองเกรดA แถมที่ชาร์จไฟบ้านทุกรุ่น,2 ชั่วโมง,2026-04-27 12:31:17
23,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412926891666/," แผงโซลาร์เซลล์ 245W - 250W แผงมือ2 สภาพดี พร้อมใช้งาน 
 แผงละ 550 บาท
 10 แผงขึ้นไป เหลือเพียง 530 บาท/แผง
... ดูเพิ่มเติม","ตอบกลับเร็วมาก
 
1 ชั่วโมง",2026-04-27 12:31:35
24,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412900225002/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
... ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 12:31:35
25,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4066432803656345/,"ขายแผงโซลาเซลค่ะ มีอยู่ 2 ชิ้น ใครสนใจทักมาสอบถามได้เลยนะคะ อยู่แถวบางนา หรือจะส่งลาล่ามูฟก็ได้ค่ะ ของไม่มีตำหนิไม่เคยใช้  สภาพใหม่ ราคาเต็มอยู่ที่ 5,xxx สามารถเช็คได้เลยค่ะ ยี่ห้อ Sunman",1 วัน,2026-04-27 12:31:40
26,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",6 วัน,2026-04-27 12:31:47
27,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4063460377286921/,มาๆมาแล้ว  แผงมือ 2  ที่คุณอยากได้  ราคาถูก !!  แผง 310 w มือ2  ใช้สูบน้ำ ปั้ม... ดูเพิ่มเติม,4 วัน,2026-04-27 12:31:57
28,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4065607113738914/,โอน650รวมส่ง ไม่มีปลายทาง... ดูเพิ่มเติม,1 วัน,2026-04-27 12:32:03
29,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4064243193875306/,บริษัท ทีพาวเวอร์ เอ็นเนอร์ยี่ จำกัด... ดูเพิ่มเติม,"ตอบกลับเร็วมาก
 
3 วัน",2026-04-27 12:32:08
30,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605965847180058/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",10 นาที,2026-04-27 12:32:24
31,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605932430516733/,"แผงโซลาร์เซลล์ 245W มือสอง
ราคา 550บาท / แผง
ซื้อ 10 แผงขึ้นไป เหลือ 530 บาท / แผง
หน้าร้าน สระบุรี
 พิกัดทักแชต
ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 12:32:24
32,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605920130517963/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 12:32:25
33,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605898613853448/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",2 ชั่วโมง,2026-04-27 12:32:30
34,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605886363854673/, ค่าไฟแพงแบบนี้…ต้องรีบติดโซล่าเซลล์... ดูเพิ่มเติม,2 ชั่วโมง,2026-04-27 12:32:35
35,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605842747192368/,"แผงโซล่าเซลล์ 245 วัตต์ มือ2
สภาพสวย พร้อมใช้งาน
[
ของมีจำนวนจำกัด
]
ราคา550/แผง
ซื้อ10แผงขึ้นไป เหลือ530/แผง
ดูเพิ่มเติม",3 ชั่วโมง,2026-04-27 12:32:40
36,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605838023859507/,Deye Micro Inverter 1.6kW/2.25kW พร้อม Rapid Shutdown Build in AFCI  - ประกัน ... ดูเพิ่มเติม,3 ชั่วโมง,2026-04-27 12:32:46
37,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605825563860753/," ถูกจริง ใช้ได้จริง! ใครหาโซล่าเซลล์อยู่ ห้ามพลาดตัวนี้
 แผงโซลาร์เซลล์ 245W มือ 2 หน้าใส
 สภาพสวย คัดแล้วทุกแผง
 ไฟออกเต็ม ใช้งานได้จริง ไม่ต้องลุ้น
ดูเพิ่มเติม",4 ชั่วโมง,2026-04-27 12:32:52
