No,Status,Group,Post URL,Message,Score,Reason
19,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359381857640138/,"แบตเตอรี่สำรองไฟ
ถอดจากเครื่องสำรองไฟ ใช้งานแค่ 1 ปี
Energetic 12V 200ah. หนัก 60 kg.
ขนาด L240×W522xH218 mm.
ราคาลูกละ 3500 บาท 
ว่าง 2 ลูกค่ะ
ดูเพิ่มเติม",0,โพสต์นี้เป็นการขายแบตเตอรี่สำรองไฟ (UPS) ที่ถอดออกมา ไม่เกี่ยวข้องกับการซื้อหรือ
20,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359377107640613/,"สอบถามครับ
ทำไมโหลดที่บ้านมันถึง ขึ้น ลง ทั้งที่เปิดแอร์ตัวเดิม เท่าเดิม และ grid ยังจ่ายไฟตลอด",2,ผู้โพสต์สอบถามเรื่องปัญหาทางเทคนิคของโหลดไฟฟ้าที่บ้านขึ้นลง ไม่ได้แสดงความต้องกา
21,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359376190974038/,"เอารถจักรยานไฟฟ้าไปแลกแผง245w.มาได้ 3 แผงแบตจากพี่ชายใจดีในโลกโซเชียล 2 ลูก 3,... ดูเพิ่มเติม",0,Error: The read operation timed out
22,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299541452145917/,ยินดีกับลูกค้าโซล่าเชลล์บ้านด้วยนะครับ ธนาคารอนุมัติแล้วครับ,0,พนักงานขายโซล่าเซลล์ที่ประกาศความสำเร็จของลูกค้า ไม่ใช่ผู้ซื้อ
23,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299539572146105/,"ขออนุญาตแอดมินค่ะ
อัพเดทงานติดตั้งของบริษัท Sigenergy บ้านคุณตี๋ บางบอนค่ะ
ติดโซล่าเซลล์กับนิด คุ้มค่า คุ้มราคาแน่นอนค่ะ
ช่องทางการติดต่อ:
ดูเพิ่มเติม",0,ผู้โพสต์เป็นตัวแทนบริษัท Sigenergy หรือผู้ติดตั้ง (นิด) ที่มาโปรโมทบริการติดตั้ง
24,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299483532151709/,เดี๋ยวนี้ติดกล้องวงจรปิดไม่ต้องต่อระบบไฟให้ยุ่งยากแล้วค่ะ ใช้ระบบโซล่าเซลล์แบบ... ดูเพิ่มเติม,0,ผู้ขายสินค้า กำลังโฆษณาขายกล้องวงจรปิดระบบโซล่าเซลล์ ไม่ใช่ผู้ต้องการซื้อ/ติดตั้
25,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1292423836191012/,"ซื้อคืน 2 บาท ขายออก 5 บาท ไม่ต้องทำเลยนะ ควรให้หักลบกันได้ในระบบไปเลย โซลาร์เซลล์บ้านที่บอกว่า ""ขายไฟได้"" ฟังดูดี แต่ต้องควักกี่แสนกว่าจะคืนทุน?
""เอกนิติ"" ขึ้นเวที IMF ที่วอชิงตัน ประกาศแผนเปิดให้ชาว",0,โพสต์แสดงความสงสัยและวิพากษ์ว่าโซลาร์เซลล์บ้านต้องลงทุนกี่แสนถึงจะคืนทุน ไม่ได้แ
26,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067318576901101/,"ร้านโอเคแบตเตอรี่สาขาอู่ทอง
จำหน่ายแบตมือหนึ่ง และ แบตมือสอง
3K -MAX2500  ขั้ว L แบตปี68เดือน9
รับประกัน 6 เดือน โทรสอบถาม 092-279-8906 ร้านอยู่อู่ทอง",0,โพสต์นี้เป็นร้านขายแบตเตอรี่มือหนึ่งและมือสอง ขายแบตเตอรี่รถยนต์ ผู้โพสต์เป็นผู้
27,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4066432803656345/,"ขายแผงโซลาเซลค่ะ มีอยู่ 2 ชิ้น ใครสนใจทักมาสอบถามได้เลยนะคะ อยู่แถวบางนา หรือจะส่งลาล่ามูฟก็ได้ค่ะ ของไม่มีตำหนิไม่เคยใช้  สภาพใหม่ ราคาเต็มอยู่ที่ 5,xxx สามารถเช็คได้เลยค่ะ ยี่ห้อ Sunman",0,ผู้โพสต์ขายแผงโซลาเซลไม่ใช่ผู้ต้องการซื้อหรือติดตั้ง
28,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายหรือผู้ให้บริการ EPC สำหรับแผงโซลาร์เซลล์ TRINA SOLAR ไม่ได้แส
29,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4063460377286921/,มาๆมาแล้ว  แผงมือ 2  ที่คุณอยากได้  ราคาถูก !!  แผง 310 w มือ2  ใช้สูบน้ำ ปั้ม... ดูเพิ่มเติม,0,ผู้ขายแผงโซลาร์เซลล์มือสอง ต้องการขายสินค้า ไม่ใช่ผู้ซื้อหรือต้องการติดตั้ง
30,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4064509743848651/,"สตูดิโอ 0 ห้องน้ำ - อพาร์ทเมนท์
โฮมโปร, ถนน เทพกษัตรี, ศรีสุนทร, ถลาง, ภูเก็ต 83110, ประเทศไทย
 ด่วน! ที่ดินทำเลทอง ติดถนนใหญ่ ใกล้ HomePro ถลาง ภูเก็ต... ดูเพิ่มเติม",0,โพสต์นี้เป็นประกาศขายอพาร์ทเมนท์และที่ดิน ไม่เกี่ยวข้องกับการซื้อหรือติดตั้งโซลา
31,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605842747192368/,"แผงโซล่าเซลล์ 245 วัตต์ มือ2
สภาพสวย พร้อมใช้งาน
[
ของมีจำนวนจำกัด
]
ราคา550/แผง
ซื้อ10แผงขึ้นไป เหลือ530/แผง
ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซล่าเซลล์ ไม่ได้ต้องการซื้อหรือติดตั้ง
32,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605838023859507/,Deye Micro Inverter 1.6kW/2.25kW พร้อม Rapid Shutdown Build in AFCI  - ประกัน ... ดูเพิ่มเติม,0,โพสต์เป็นการประกาศขายอุปกรณ์ Deye Micro Inverter ไม่ใช่ความต้องการซื้อหรือติดตั้
33,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605825563860753/," ถูกจริง ใช้ได้จริง! ใครหาโซล่าเซลล์อยู่ ห้ามพลาดตัวนี้
 แผงโซลาร์เซลล์ 245W มือ 2 หน้าใส
 สภาพสวย คัดแล้วทุกแผง
 ไฟออกเต็ม ใช้งานได้จริง ไม่ต้องลุ้น
ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์มือสอง ชัดเจนว่าเป็นผู้ขายสินค้า ไม่ใช่ผู้ต้องกา
34,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605819337194709/," ชุดปั๊มหอยโข่งโซล่าเซลล์ Handuro AC/DC 750w 1100w 1500w 2200w 1.5” 2” 3” 4” ชุดพร้อมใช้ปั๊มโซล่าเซลล์
ชุดปั๊มหอยโข่ง 2 ระบบ ชุดปั๊มโซล่าเซลล์ แฮนดูโร่
 ขายในราคา ฿12,000  บาท
สั่งซื้อ https://s.shope",0,โพสต์นี้เป็นการขายสินค้าชุดปั๊มหอยโข่งโซล่าเซลล์ มีราคาและลิงก์สั่งซื้อ เป็นผู้ข
35,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1604980507278592/,อรุณสวัสดิ์! มาเริ่มสร้างสังคมที่ดีไปด้วยกันเถอะ,0,ข้อความทักทายทั่วไป พูดถึงการสร้างสังคมดี ไม่มีเจตนาซื้อหรือติดตั้งโซลาร์เซลล์
36,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605780023865307/,240W แผงละ 499 บาท... ดูเพิ่มเติม,0,ผู้ขายแผงโซลาร์เซลล์ ประกาศขายสินค้า 240W ราคา 499 บาท ไม่ใช่ผู้ที่ต้องการซื้อหร
