No,Post URL,Message,Score,Reason,Group,Contact,ScrapedAt
11,https://www.facebook.com/groups/2317142971864047/posts/4355148808063443/,ตามหาบริษัทติดโซล่าเซลล์ที่ผ่อน 0% ได้ครับ,9,🔥 สนใจ/ซื้อ,2317142971864047,,
12,https://www.facebook.com/groups/thaisolarcell/posts/1295638865869509/,Inverter รุ่น กี่ kw กี่เฟสสครับ,5,🟡 กำลังพิจารณา,thaisolarcell,,
13,https://www.facebook.com/groups/429829328127055/posts/1602598617516781/,✅อัพเดทงานซ่อมคราบ🎉 #Powmr #รับซ่อมอินเวอร์เตอร์ #รับติดตั้งโซล่าเซลล์ #Anern,5,🟡 กำลังพิจารณา,429829328127055,,
14,https://www.facebook.com/groups/383849116272497/posts/1656090079048388/," LONGi Hi-MO X10 650W (LR7-72HVH-650M)
 แผงโซลาร์ตัวท็อป HPBC 2.0
 กำลังผลิต 650W เต็ม
 Tier 1 Bloomberg
 รับประกัน 15 ปี / 30 ปี
ดูเพิ่มเติม",7,🟢 สนใจโซล่าเซลล์,383849116272497,,
15,https://www.facebook.com/groups/thaisolarcell/posts/1296194515813944/,ผมเพิ่งสั่งของมาถึงก็เลยลองต่อดูต่อเสร็จเรียบร้อยทำไมมันเปิดไม่ติดครับพี่ๆแนะนำหน่อยคับ,9,🔥 สนใจ/ซื้อ,thaisolarcell,,
16,https://www.facebook.com/groups/thaisolarcell/posts/1295720485861347/,"สนใจจะติดตั้งโซลาเซล ชุดโซลาเซล 10kw เป็นเครื่อง inverter deya 16kw พร้อมแบตเตอรี่ 2 ลูก
ราคาเท่าไหร่กันบ้างคะ",9,🔥 สนใจ/ซื้อ,thaisolarcell,,
17,https://www.facebook.com/groups/thaisolarcell/posts/1296224975810898/,แบต huawei 21 kw ราคาอยู่ที่เท่าไหร่คะ + ราคาโมดูล ด้วยค่ะ,7,🟢 สนใจโซล่าเซลล์,thaisolarcell,,
18,https://www.facebook.com/groups/429829328127055/posts/1602756077501035/,"หาสินค้า
HUAWEI 10kw 3P 1 ตัว
HUAWEI 50kw 3P 1 ตัว
Huawei 10kW 1P 1 ตัว
Power module 1 ตัว... ดูเพิ่มเติม",9,🔥 สนใจ/ซื้อ,429829328127055,,
19,https://www.facebook.com/groups/1925997401002801/posts/4523391151263400/,สนใจติดต่อทางเพจได้เลยนะคะ,7,🟢 สนใจโซล่าเซลล์,1925997401002801,,
20,https://www.facebook.com/groups/1925997401002801/posts/4523388404597008/,"#แนะนำ
inverter 8000w12v/24V/48V ตัวแปลงไฟDC TO AC220V อินเวอร์เตอร์เพียวซายเ... ดูเพิ่มเติม",5,🟡 กำลังพิจารณา,1925997401002801,,
21,https://www.facebook.com/groups/2317142971864047/posts/4355196154725375/,"ตามหา Longi Solar Panel 560W Hi-Mo X10 Guardian Light Design (หนัก 16kg)
ร้านไหน มีขายบ้างครับ",7,🟢 สนใจโซล่าเซลล์,2317142971864047,,
22,https://www.facebook.com/groups/2317142971864047/posts/4355164898061834/,ตามหา inverter huawei 10 kw 1p,7,🟢 สนใจโซล่าเซลล์,2317142971864047,,
23,https://www.facebook.com/groups/2317142971864047/posts/4355155151396142/,เข้าแอป ดูค่าแบตเตอรี่แล้วเป็นแบบนี้ ทำไงได้บ้างครับ ขอบคุณครับ,5,🟡 กำลังพิจารณา,2317142971864047,,
24,https://www.facebook.com/groups/thaisolarcell/posts/1296159495817446/,ค่าไฟบ้าน 8000 กว่าบาท อยากติดโซลล่าเซลล์ ใช้ไฟ กลางวัน และกลางคืน ประมาณกี่บาทครับ อยู่ กทม.,9,🔥 สนใจ/ซื้อ,thaisolarcell,,
25,https://www.facebook.com/groups/thaisolarcell/posts/1296272015806194/,"สอบถามครับ บ้านเดิมทีมีอาการไฟตก แต่ไม่ดับ
ถ้าติดระบบโซล่าเซลล์ไฮบริจ จะช่วยได้ไหมครับ",3,🔵 สอบถาม,thaisolarcell,,
26,https://www.facebook.com/groups/2317142971864047/posts/4355166641394993/,สอบถามนะครับ ติดแอร์ โซล่าเซลล์ 18000btu ร่วมทุกอย่าง ราคาจะอยู่ที่เท่าไหร่ครับ,3,🔵 สอบถาม,2317142971864047,,
27,https://www.facebook.com/groups/thaisolarcell/posts/1296310605802335/,"หา บ. ติดตั้ง Solarcell 1เฟส 5kW + Batt 16kwh (300A) เพิ่ม
1.มี Solarcell เดิมอยู่ 5kW ongrid เป็น Micro inverter Hoymiles 630Wx8แผง ยังไม่ได้ขออนุญาตการไฟฟ้า
2.ของใหม่อยากได้ อินเวอร์เตอร์ DEYE ที่มี",9,🔥 สนใจ/ซื้อ,thaisolarcell,,
28,https://www.facebook.com/groups/429829328127055/posts/1602792234164086/,"แบตเตอรี่เก็บพลังงานที่ขายตรงจากโรงงานในจีน
เข้าใจความต้องการของคุณดีขึ้น!",5,🟡 กำลังพิจารณา,429829328127055,,
29,https://www.facebook.com/groups/2317142971864047/posts/4355203318057992/,"จะติดแบต 16kw แล้วใช้ TOU สอบถามว่า มี Invertor ยี่ห้อไหน 
ตั้งเวลาชารจ์ตอนกลางคืน 22.00 - 8.00 น
แล้วตั้งเวลาได้ว่า เอาให้ใช้ไฟจากแบต มาใช้ตอนกลางวัน เป็นช่วงเวลา หลัง 17.00 -22.00 น",9,🔥 สนใจ/ซื้อ,2317142971864047,,
30,https://www.facebook.com/groups/thaisolarcell/posts/1296307402469322/,"สนใจโซลาร์เซลล์ 10kw พร้อมแบตเตอรี่ 16kw
หน้างาน อำเภอเมือง จ.หนองคาย",9,🔥 สนใจ/ซื้อ,thaisolarcell,,
31,https://www.facebook.com/groups/1925997401002801/posts/4523441461258369/,"ขนกองทัพแผงมาไว้ที่นี่แล้ว รีบจับจองนะครับ⚡️
 #แผงโซล่าเซลล์  #แผงaiko #แผงโซล่าร์เซลล์longi #ตัวแทนจำหน่ายโซล่าเซลล์ #โซล่าเซลล์หาดใหญ่  #บ้านพลังงาน",7,🟢 สนใจโซล่าเซลล์,1925997401002801,,
32,https://www.facebook.com/groups/2317142971864047/posts/4355225608055763/,อยากได้แผงไฮโวลล์ หาซื้อที่ไหนครับ ผมอยู่ชลบอยู่ชลบุรี,9,🔥 สนใจ/ซื้อ,2317142971864047,,
33,https://www.facebook.com/groups/2317142971864047/posts/4355279744717016/,มีช่างมาประเมินราคา แจ้งว่าไม่ต้องแจ้งการไฟฟ้าก็ได้ หลังจากติดตั้งแล้ว กังวลจะทำให้มีปัญหาอะไรมั้ยคะผิดกฎหมายมั้ยคะ ￼เราคิดมาตลอด ว่าต้องได้รับอนุญาตจากการไฟฟ้า ขอหน้าคำแนะนำหน่อยค่ะ,9,🔥 สนใจ/ซื้อ,2317142971864047,,
34,https://www.facebook.com/groups/2317142971864047/posts/4355276738050650/,แอร์2ตัวใช้โซล่าเซลล์ขนาดใหนค่ะราคาประมานกี่บาท,5,🟡 กำลังพิจารณา,2317142971864047,,
35,https://www.facebook.com/groups/thaisolarcell/posts/1296363429130386/,PowMr อินเวอร์เตอร์ไฮบริด 4.2kw/6.2kw/10.2kw ต่อกริด/นอกกริด 230VAC คลื่นไซน์แท้ พร้อมตัวควบคุมชาร์จ MPPT ในตัว รองรับแบตเตอรี่ Lifepo4 ไฟ RGB,7,🟢 สนใจโซล่าเซลล์,thaisolarcell,,
36,https://www.facebook.com/groups/thaisolarcell/posts/1296362929130436/,หาแผงโซล่าเซลส์ 650w-720w ด่วนคะ 0610134434,9,🔥 สนใจ/ซื้อ,thaisolarcell,,
37,https://www.facebook.com/groups/thaisolarcell/posts/1295461855887210/,ติดตั้งโซล่าเซลล์ระบบhybrid มิเตอร์tou ค่าไฟเดือนถัดไปเพิ่มขึ้นเล็กน้อย เหมือนไม่มีระบบโซล่า สาเหตุเกิดจากอะไรได้บ้าง ในกราฟก็ดูปกติ ระบบทำงานปกติ,9,🔥 สนใจ/ซื้อ,thaisolarcell,,
38,https://www.facebook.com/groups/thaisolarcell/posts/1296137342486328/,"ขอสอบถามผู้รู้ครับ 
ผมได้ใบเสนอราคา
- แผง ZNSHINE Solar 570W รุ่น ZXM7-UHLD144 × 14 แผง
- Inverter: Growatt SPM 6000TL-HU (6kW)  
- Battery: Growatt HOPE 16 kWh  ... ดูเพิ่มเติม",7,🟢 สนใจโซล่าเซลล์,thaisolarcell,,
39,https://www.facebook.com/groups/1671213103178339/posts/4063460377286921/,มาๆมาแล้ว  แผงมือ 2  ที่คุณอยากได้  ราคาถูก !!  แผง 310 w มือ2  ใช้สูบน้ำ ปั้ม... ดูเพิ่มเติม,9,🔥 สนใจ/ซื้อ,1671213103178339,,
40,https://www.facebook.com/groups/1925997401002801/posts/4523484864587362/,รับงานประกอบตู้ไฟทุกชนิด,5,🟡 กำลังพิจารณา,1925997401002801,,
41,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",7,🟢 สนใจโซล่าเซลล์,1671213103178339,,
42,https://www.facebook.com/groups/1925997401002801/posts/4523483797920802/,สนใจสินค้าทักแชทสอบถามได้นะคะ หรือทักแชทสอบถามทางเพจ JPEN Market ได้เลยนะคะ หร... ดูเพิ่มเติม,3,🔵 สอบถาม,1925997401002801,,
43,https://www.facebook.com/groups/thaisolarcell/posts/1296364852463577/,อินเวอร์เตอร์ปั๊มน้ำ UMC. (เครื่องควบคุมมอเตอร์)... ดูเพิ่มเติม,5,🟡 กำลังพิจารณา,thaisolarcell,,
44,https://www.facebook.com/groups/1671213103178339/posts/4063645330601759/,"ขาย bms jk bd4a20s6p 8s-20s ของใหม่ มี 6 ตัว 
ขายตัวละ 700 รวมส่ง
รับเองได้สุขุวิท101
สนใจ ib สอบถามได้คับ",3,🔵 สอบถาม,1671213103178339,,
45,https://www.facebook.com/groups/1925997401002801/posts/4523519644583884/,"Payday 
DEYE Hybrid Inverter 5 kW 1Phase ที่ Shopee
กดลิ้งสั่งในช้อปปี้
https://s.shopee.co.th/AUqEiCS9Sx",9,🔥 สนใจ/ซื้อ,1925997401002801,,
46,https://www.facebook.com/groups/2317142971864047/posts/4355296028048721/,ถ้ามีไฟฟ้าวงจรที่ 2 สำหรับติดตั้งเครื่องชาร์จรถไฟฟ้า อนาคตจะติดโซล่าเซลแบบ Ongrid จะต้องยังไงครับ,9,🔥 สนใจ/ซื้อ,2317142971864047,,
47,https://www.facebook.com/groups/thaisolarcell/posts/1296189985814397/,สอบถามครับ 10kw ระบบ hybrid มีแบตเตอรี่ ไฟ 1 เฟส ทักราคามาทีครับ,9,🔥 สนใจ/ซื้อ,thaisolarcell,,
48,https://www.facebook.com/groups/thaisolarcell/posts/1293283789438350/,"ถึงเวลาที่อยากติดโซล่าเซลล์ แล้วค่าาา 
 ใครมีบริษัทที่รับประกันดีๆ แนะนำหน่อยค่า
ต้องการ 10 kw 1 เฟส = 1 หลัง
และ 5 kw 1 เฟส = 1 หลัง
ติด 2 หลังเลยยย ",9,🔥 สนใจ/ซื้อ,thaisolarcell,,
49,https://www.facebook.com/groups/1671213103178339/posts/4063689813930644/,อินเวอร์เตอร์สำหรับควบคุมปั๊มไฟฟ้าในระบบโซล่าเชลล์ ขนาด 2 แรงม้า,5,🟡 กำลังพิจารณา,1671213103178339,,
50,https://www.facebook.com/groups/1925997401002801/posts/4523516964584152/,"TMDA 5kW 1 Phase On-Grid String Inverter (รับประกันศูนย์ไทย 10 ปี) ในราคา ฿17,... ดูเพิ่มเติม",9,🔥 สนใจ/ซื้อ,1925997401002801,,
51,https://www.facebook.com/groups/2317142971864047/posts/4355320504712940/,สอบถามหน่อยครับ ตอนนี้ใช้ inverter Growatt SPF5000 ตั้งค่าชาร์จจาก Solar อยู่ที่ 50a  ใช้งานแบต 314ah 51.2v อาการตอนนี้คือ ไฟที่ชาร์จจาก Solar ลงไปกี่แบตเกิน 50a ที่ตั้งไว้ที่ inverter ทำให้ BMS JK ที,7,🟢 สนใจโซล่าเซลล์,2317142971864047,,
52,https://www.facebook.com/groups/2317142971864047/posts/4355305168047807/,ขอสอบถามหน่อยนะครับ เราอยากได้แบตตัวนี้เป็น 24 v เราสามารถแบตแบบเดียวกัน 12 vแต่ amน้อยกว่าได้ไหมครับ (ต่อแบบอนุกรม)ขอบคุณครับ,9,🔥 สนใจ/ซื้อ,2317142971864047,,
53,https://www.facebook.com/groups/2317142971864047/posts/4355301238048200/,"มีอินเวอร์เตอร์ปั๊มน้ำตัวไหนที่ใช้งานสะดวก
ง่ายๆ เหมือน super box บ้างมั๊ยครับ
ของขาดตลาดนาน ไม่อยากรอแล้วครับ",5,🟡 กำลังพิจารณา,2317142971864047,,
54,https://www.facebook.com/groups/2317142971864047/posts/4355297668048557/,ถ้าจะติดโซล่าเซลประมาณ 5kW เราควรเผื่ออินเวอร์เตอร์ไว้ก่อนมั๊ย(เผื่อเพิ่มแผ่นคราวหลัง) มือใหม่ เพิ่งเริ่มหาข้อมูลครับ,9,🔥 สนใจ/ซื้อ,2317142971864047,,
55,https://www.facebook.com/groups/2317142971864047/posts/4355297374715253/,"อยู่ชลบุรี
เน้นใข้กลางวัน แอร์12000 1 ตัว ตู้เย็น 4
Tv คอม พัดลม แนะนำหน่อยครับผม",9,🔥 สนใจ/ซื้อ,2317142971864047,,
56,https://www.facebook.com/groups/2317142971864047/posts/4355363678041956/,จัดให้ดูว่าการใช้ไฟจากโซล่าเซลล์แบบตรงแต่ดัดแปลงใช้ตู้เชื่อมอินเวอร์เตอร์รับไฟ... ดูเพิ่มเติม,5,🟡 กำลังพิจารณา,2317142971864047,,
57,https://www.facebook.com/groups/thaisolarcell/posts/1296415279125201/,ต้องการติดโซล่าเซล 10 KW + แบต 16-20KW พื้นที่บางพลีสมุทรปรรการ ลงรายละเอียดไว้เลยนะครับถ้าสนใจจะติดต่อไปครับ,9,🔥 สนใจ/ซื้อ,thaisolarcell,,
58,https://www.facebook.com/groups/thaisolarcell/posts/1296489939117735/,"รบกวนเพื่อนๆ แนะนำบริษัทติดตั้ง Solar roof
- ที่ลดหย่อนภาษีได้ - บริการดี
กรุงเทพมหานคร ( กรุงเทพกรีฑา )",9,🔥 สนใจ/ซื้อ,thaisolarcell,,
