No,Post URL,Message,Score,Reason,Group,PostDate,Contact,ScrapedAt
11,https://www.facebook.com/groups/thaisolarcell/posts/1295638865869509/,Inverter รุ่น กี่ kw กี่เฟสสครับ,,,thaisolarcell,,,
12,https://www.facebook.com/groups/429829328127055/posts/1602598617516781/,✅อัพเดทงานซ่อมคราบ🎉 #Powmr #รับซ่อมอินเวอร์เตอร์ #รับติดตั้งโซล่าเซลล์ #Anern,,,429829328127055,,,
13,https://www.facebook.com/groups/383849116272497/posts/1656090079048388/," LONGi Hi-MO X10 650W (LR7-72HVH-650M)
 แผงโซลาร์ตัวท็อป HPBC 2.0
 กำลังผลิต 650W เต็ม
 Tier 1 Bloomberg
 รับประกัน 15 ปี / 30 ปี
ดูเพิ่มเติม",,,383849116272497,,,
14,https://www.facebook.com/groups/thaisolarcell/posts/1296194515813944/,ผมเพิ่งสั่งของมาถึงก็เลยลองต่อดูต่อเสร็จเรียบร้อยทำไมมันเปิดไม่ติดครับพี่ๆแนะนำหน่อยคับ,,,thaisolarcell,,,
15,https://www.facebook.com/groups/thaisolarcell/posts/1295720485861347/,"สนใจจะติดตั้งโซลาเซล ชุดโซลาเซล 10kw เป็นเครื่อง inverter deya 16kw พร้อมแบตเตอรี่ 2 ลูก
ราคาเท่าไหร่กันบ้างคะ",,,thaisolarcell,,,
16,https://www.facebook.com/groups/thaisolarcell/posts/1296224975810898/,แบต huawei 21 kw ราคาอยู่ที่เท่าไหร่คะ + ราคาโมดูล ด้วยค่ะ,,,thaisolarcell,,,
17,https://www.facebook.com/groups/429829328127055/posts/1602756077501035/,"หาสินค้า
HUAWEI 10kw 3P 1 ตัว
HUAWEI 50kw 3P 1 ตัว
Huawei 10kW 1P 1 ตัว
Power module 1 ตัว... ดูเพิ่มเติม",,,429829328127055,,,
18,https://www.facebook.com/groups/1925997401002801/posts/4523391151263400/,สนใจติดต่อทางเพจได้เลยนะคะ,,,1925997401002801,,,
19,https://www.facebook.com/groups/1925997401002801/posts/4523388404597008/,"#แนะนำ
inverter 8000w12v/24V/48V ตัวแปลงไฟDC TO AC220V อินเวอร์เตอร์เพียวซายเ... ดูเพิ่มเติม",,,1925997401002801,,,
20,https://www.facebook.com/groups/2317142971864047/posts/4355164898061834/,ตามหา inverter huawei 10 kw 1p,,,2317142971864047,,,
21,https://www.facebook.com/groups/2317142971864047/posts/4355155151396142/,เข้าแอป ดูค่าแบตเตอรี่แล้วเป็นแบบนี้ ทำไงได้บ้างครับ ขอบคุณครับ,,,2317142971864047,,,
22,https://www.facebook.com/groups/thaisolarcell/posts/1296159495817446/,ค่าไฟบ้าน 8000 กว่าบาท อยากติดโซลล่าเซลล์ ใช้ไฟ กลางวัน และกลางคืน ประมาณกี่บาทครับ อยู่ กทม.,,,thaisolarcell,,,
23,https://www.facebook.com/groups/thaisolarcell/posts/1296272015806194/,"สอบถามครับ บ้านเดิมทีมีอาการไฟตก แต่ไม่ดับ
ถ้าติดระบบโซล่าเซลล์ไฮบริจ จะช่วยได้ไหมครับ",,,thaisolarcell,,,
24,https://www.facebook.com/groups/2317142971864047/posts/4355166641394993/,สอบถามนะครับ ติดแอร์ โซล่าเซลล์ 18000btu ร่วมทุกอย่าง ราคาจะอยู่ที่เท่าไหร่ครับ,,,2317142971864047,,,
25,https://www.facebook.com/groups/thaisolarcell/posts/1296310605802335/,"หา บ. ติดตั้ง Solarcell 1เฟส 5kW + Batt 16kwh (300A) เพิ่ม
1.มี Solarcell เดิมอยู่ 5kW ongrid เป็น Micro inverter Hoymiles 630Wx8แผง ยังไม่ได้ขออนุญาตการไฟฟ้า
2.ของใหม่อยากได้ อินเวอร์เตอร์ DEYE ที่มี",,,thaisolarcell,,,
26,https://www.facebook.com/groups/2317142971864047/posts/4355203318057992/,"จะติดแบต 16kw แล้วใช้ TOU สอบถามว่า มี Invertor ยี่ห้อไหน 
ตั้งเวลาชารจ์ตอนกลางคืน 22.00 - 8.00 น
แล้วตั้งเวลาได้ว่า เอาให้ใช้ไฟจากแบต มาใช้ตอนกลางวัน เป็นช่วงเวลา หลัง 17.00 -22.00 น",,,2317142971864047,,,
27,https://www.facebook.com/groups/thaisolarcell/posts/1296307402469322/,"สนใจโซลาร์เซลล์ 10kw พร้อมแบตเตอรี่ 16kw
หน้างาน อำเภอเมือง จ.หนองคาย",,,thaisolarcell,,,
28,https://www.facebook.com/groups/2317142971864047/posts/4355225608055763/,อยากได้แผงไฮโวลล์ หาซื้อที่ไหนครับ ผมอยู่ชลบอยู่ชลบุรี,,,2317142971864047,,,
29,https://www.facebook.com/groups/2317142971864047/posts/4355279744717016/,มีช่างมาประเมินราคา แจ้งว่าไม่ต้องแจ้งการไฟฟ้าก็ได้ หลังจากติดตั้งแล้ว กังวลจะทำให้มีปัญหาอะไรมั้ยคะผิดกฎหมายมั้ยคะ ￼เราคิดมาตลอด ว่าต้องได้รับอนุญาตจากการไฟฟ้า ขอหน้าคำแนะนำหน่อยค่ะ,,,2317142971864047,,,
30,https://www.facebook.com/groups/2317142971864047/posts/4355276738050650/,แอร์2ตัวใช้โซล่าเซลล์ขนาดใหนค่ะราคาประมานกี่บาท,,,2317142971864047,,,
31,https://www.facebook.com/groups/thaisolarcell/posts/1296363429130386/,PowMr อินเวอร์เตอร์ไฮบริด 4.2kw/6.2kw/10.2kw ต่อกริด/นอกกริด 230VAC คลื่นไซน์แท้ พร้อมตัวควบคุมชาร์จ MPPT ในตัว รองรับแบตเตอรี่ Lifepo4 ไฟ RGB,,,thaisolarcell,,,
32,https://www.facebook.com/groups/thaisolarcell/posts/1296362929130436/,หาแผงโซล่าเซลส์ 650w-720w ด่วนคะ 0610134434,,,thaisolarcell,,,
33,https://www.facebook.com/groups/thaisolarcell/posts/1296137342486328/,"ขอสอบถามผู้รู้ครับ 
ผมได้ใบเสนอราคา
- แผง ZNSHINE Solar 570W รุ่น ZXM7-UHLD144 × 14 แผง
- Inverter: Growatt SPM 6000TL-HU (6kW)  
- Battery: Growatt HOPE 16 kWh  ... ดูเพิ่มเติม",,,thaisolarcell,,,
34,https://www.facebook.com/groups/1671213103178339/posts/4063460377286921/,มาๆมาแล้ว  แผงมือ 2  ที่คุณอยากได้  ราคาถูก !!  แผง 310 w มือ2  ใช้สูบน้ำ ปั้ม... ดูเพิ่มเติม,,,1671213103178339,,,
35,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",,,1671213103178339,,,
36,https://www.facebook.com/groups/1925997401002801/posts/4523483797920802/,สนใจสินค้าทักแชทสอบถามได้นะคะ หรือทักแชทสอบถามทางเพจ JPEN Market ได้เลยนะคะ หร... ดูเพิ่มเติม,,,1925997401002801,,,
37,https://www.facebook.com/groups/thaisolarcell/posts/1296364852463577/,อินเวอร์เตอร์ปั๊มน้ำ UMC. (เครื่องควบคุมมอเตอร์)... ดูเพิ่มเติม,,,thaisolarcell,,,
38,https://www.facebook.com/groups/2317142971864047/posts/4355296028048721/,ถ้ามีไฟฟ้าวงจรที่ 2 สำหรับติดตั้งเครื่องชาร์จรถไฟฟ้า อนาคตจะติดโซล่าเซลแบบ Ongrid จะต้องยังไงครับ,,,2317142971864047,,,
39,https://www.facebook.com/groups/thaisolarcell/posts/1296189985814397/,สอบถามครับ 10kw ระบบ hybrid มีแบตเตอรี่ ไฟ 1 เฟส ทักราคามาทีครับ,,,thaisolarcell,,,
40,https://www.facebook.com/groups/thaisolarcell/posts/1293283789438350/,"ถึงเวลาที่อยากติดโซล่าเซลล์ แล้วค่าาา 
 ใครมีบริษัทที่รับประกันดีๆ แนะนำหน่อยค่า
ต้องการ 10 kw 1 เฟส = 1 หลัง
และ 5 kw 1 เฟส = 1 หลัง
ติด 2 หลังเลยยย ",,,thaisolarcell,,,
41,https://www.facebook.com/groups/1671213103178339/posts/4063689813930644/,อินเวอร์เตอร์สำหรับควบคุมปั๊มไฟฟ้าในระบบโซล่าเชลล์ ขนาด 2 แรงม้า,,,1671213103178339,,,
42,https://www.facebook.com/groups/1925997401002801/posts/4523516964584152/,"TMDA 5kW 1 Phase On-Grid String Inverter (รับประกันศูนย์ไทย 10 ปี) ในราคา ฿17,... ดูเพิ่มเติม",,,1925997401002801,,,
43,https://www.facebook.com/groups/2317142971864047/posts/4355320504712940/,สอบถามหน่อยครับ ตอนนี้ใช้ inverter Growatt SPF5000 ตั้งค่าชาร์จจาก Solar อยู่ที่ 50a  ใช้งานแบต 314ah 51.2v อาการตอนนี้คือ ไฟที่ชาร์จจาก Solar ลงไปกี่แบตเกิน 50a ที่ตั้งไว้ที่ inverter ทำให้ BMS JK ที,,,2317142971864047,,,
44,https://www.facebook.com/groups/2317142971864047/posts/4355305168047807/,ขอสอบถามหน่อยนะครับ เราอยากได้แบตตัวนี้เป็น 24 v เราสามารถแบตแบบเดียวกัน 12 vแต่ amน้อยกว่าได้ไหมครับ (ต่อแบบอนุกรม)ขอบคุณครับ,,,2317142971864047,,,
45,https://www.facebook.com/groups/2317142971864047/posts/4355301238048200/,"มีอินเวอร์เตอร์ปั๊มน้ำตัวไหนที่ใช้งานสะดวก
ง่ายๆ เหมือน super box บ้างมั๊ยครับ
ของขาดตลาดนาน ไม่อยากรอแล้วครับ",,,2317142971864047,,,
46,https://www.facebook.com/groups/2317142971864047/posts/4355297668048557/,ถ้าจะติดโซล่าเซลประมาณ 5kW เราควรเผื่ออินเวอร์เตอร์ไว้ก่อนมั๊ย(เผื่อเพิ่มแผ่นคราวหลัง) มือใหม่ เพิ่งเริ่มหาข้อมูลครับ,,,2317142971864047,,,
47,https://www.facebook.com/groups/2317142971864047/posts/4355297374715253/,"อยู่ชลบุรี
เน้นใข้กลางวัน แอร์12000 1 ตัว ตู้เย็น 4
Tv คอม พัดลม แนะนำหน่อยครับผม",,,2317142971864047,,,
48,https://www.facebook.com/groups/2317142971864047/posts/4355363678041956/,จัดให้ดูว่าการใช้ไฟจากโซล่าเซลล์แบบตรงแต่ดัดแปลงใช้ตู้เชื่อมอินเวอร์เตอร์รับไฟ... ดูเพิ่มเติม,,,2317142971864047,,,
49,https://www.facebook.com/groups/thaisolarcell/posts/1296415279125201/,ต้องการติดโซล่าเซล 10 KW + แบต 16-20KW พื้นที่บางพลีสมุทรปรรการ ลงรายละเอียดไว้เลยนะครับถ้าสนใจจะติดต่อไปครับ,,,thaisolarcell,,,
50,https://www.facebook.com/groups/thaisolarcell/posts/1296489939117735/,"รบกวนเพื่อนๆ แนะนำบริษัทติดตั้ง Solar roof
- ที่ลดหย่อนภาษีได้ - บริการดี
กรุงเทพมหานคร ( กรุงเทพกรีฑา )",,,thaisolarcell,,,
