No,Group,Post URL,Message,PostTime (UTC+7),ScrapeAt (UTC+7)
28,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067561483543477/,"อินเวอร์เตอร์ แปลงไฟ 24V เป็น 220V ขนาด 3,000 วัตต์ ยี่ห้อ WE POWER MAX... ดูเพิ่มเติม","ตอบกลับเร็วมาก
 
1 ชั่วโมง",2026-04-27 15:43:28
29,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4066432803656345/,"ขายแผงโซลาเซลค่ะ มีอยู่ 2 ชิ้น ใครสนใจทักมาสอบถามได้เลยนะคะ อยู่แถวบางนา หรือจะส่งลาล่ามูฟก็ได้ค่ะ ของไม่มีตำหนิไม่เคยใช้  สภาพใหม่ ราคาเต็มอยู่ที่ 5,xxx สามารถเช็คได้เลยค่ะ ยี่ห้อ Sunman",1 วัน,2026-04-27 15:43:34
30,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",6 วัน,2026-04-27 15:43:39
31,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067550620211230/,แบตลิเธียม ฟอสเฟต 3.2  100แอม มือสอง ค่าir ประมาณ 0.6  นัดรับอ่างทองหรือใกล้เคียง ส่งขนส่ง มีปลายทาง,1 ชั่วโมง,2026-04-27 15:43:43
32,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4063460377286921/,มาๆมาแล้ว  แผงมือ 2  ที่คุณอยากได้  ราคาถูก !!  แผง 310 w มือ2  ใช้สูบน้ำ ปั้ม... ดูเพิ่มเติม,4 วัน,2026-04-27 15:43:47
33,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1606072470502729/,"ผู้รับเหมา / ร้านติดตั้งโซลาร์ ห้ามเลื่อนผ่านโพสต์นี้
แผงโซลาร์เซลล์ **JA Solar (Tier 1)**
ราคาพิเศษระดับงานโปรเจกต์ ของมีจำนวนจำกัด
ดูเพิ่มเติม",9 นาที,2026-04-27 15:44:05
34,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1606069573836352/,ยังคงใช้ระบบกักเก็บพลังงานแบบเก่าอยู่ใช่ไหม? ลองดูระบบจัดเก็บพลังงานขนาด 15kwh... ดูเพิ่มเติม,14 นาที,2026-04-27 15:44:05
35,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1606018743841435/, เคสติดตั้งจริง | GENIXGREEN 16.07 kWh... ดูเพิ่มเติม,1 ชั่วโมง,2026-04-27 15:44:05
36,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605982830511693/," โคมไฟโซล่าเซลล์ 120w สปอตไลท์ โคมไฟสปอร์ตไลท์ติดสนาม ไฟพลังงานแสงอาทิตย์ ไฟกลางแจ้ง ไฟสวนโซล่าเซลล์ 
 ราคา  ฿626  บาท
สั่งซื้อ https://s.shopee.co.th/4AwKnYXbZ0
สั่งซื้อ https://s.lazada.co.th/s.ZgGU",2 ชั่วโมง,2026-04-27 15:44:10
37,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605965847180058/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",3 ชั่วโมง,2026-04-27 15:44:19
38,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605932430516733/,"แผงโซลาร์เซลล์ 245W มือสอง
ราคา 550บาท / แผง
ซื้อ 10 แผงขึ้นไป เหลือ 530 บาท / แผง
หน้าร้าน สระบุรี
 พิกัดทักแชต
ดูเพิ่มเติม",4 ชั่วโมง,2026-04-27 15:44:23
