No,Group,Post URL,Message,PostTime,ScrapedAt
14,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359492210962436/,ผมมีแผง450wแบตเจล100A2ลูกเหมาะกับชาร์เจอร์ตัวไหนครับ,14 นาที,2026-04-27 12:46:52
15,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359490934295897/,ขออนุญาตสอบถามครับ... ดูเพิ่มเติม,15 นาที,2026-04-27 12:46:52
16,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359490000962657/,อยากทำโรงจอดรถ3ช่องจอด พร้อมโซล่าเซลล์5กิโลวัตต์ ใส่แบตเตอรี่สัก15กิโลวัตต์ ขอบริษัทออกใบเสร็จ เอาไปลดภาษีได้ครับ(ไฟ3เฟส),17 นาที,2026-04-27 12:47:02
17,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359488074296183/,ช่วงนี้ บ.ติดตั้ง โซล่าเซลล์ ไม่ค่อยอยากรับงานกันเหรอครับ ส่งข้อความหายหลายเจ้... ดูเพิ่มเติม,20 นาที,2026-04-27 12:47:02
18,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359486554296335/,"วันนี้รันระบบ เปิดแอร์ 24,000 BTU ใช้งานจากแผงล้วนๆ เอาอยู่ เปิดเครื่องทำน้ำอุ... ดูเพิ่มเติม",22 นาที,2026-04-27 12:47:09
19,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359486387629685/,"แบตชาร์จไม่เต็มเติมแผง แผงชาร์จเต็มเร็วเติมแบต
วนอยู่ 2 อย่างนี้ จริงๆ",22 นาที,2026-04-27 12:47:15
20,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299632975470098/,"สอบถามครับ
แผงบนหลังคา 5 kw ควรผลิตไฟได้มากที่สุดเท่าไรครับ
ช่วงแดดจัดที่สุดของวัน ไม่ควรต่ำกว่าเท่าไรครับ จะได้ขึ้นไปล้างแผง เพื่อให้ได้ประสิทธิภาพที่ควรจะเป็น
ตอนนี้ช่วงแดดจัดที่สุด ผลิตได้ 3.4 kw",2 นาที,2026-04-27 12:47:40
21,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299631422136920/,Smart meter... ดูเพิ่มเติม,4 นาที,2026-04-27 12:47:40
22,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299621202137942/,ปรึกษาคา... ดูเพิ่มเติม,22 นาที,2026-04-27 12:47:40
23,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298934505539945/,"หาช่างมีผลงานทำโซล่าเซลล์อาคาร 10kw 28 โครงการในขอนแก่น,ชัยภูมิ
0644495288 วันธรรมดา",18 ชั่วโมง,2026-04-27 12:47:48
24,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299624855470910/,สอบถามราคาติดตั้งโซล่าเซลล์ inverter hybrid deye หรือ solis 5k ไม่รวมแบตเตอรี่ประมาณเท่าไหร่ครับ,15 นาที,2026-04-27 12:47:53
25,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299622035471192/,"สอบถามครับ ค่าไฟ 2000 - 2500
ใช้ไฟ 24 ชม. WFH
ติดของแบรนด์
Sigenergy หรือ Huawei ดีครับ
งบ 200,000 - 250,000 (ผ่อน)",21 นาที,2026-04-27 12:47:53
26,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067493926883566/,สปอร์ทไลท์โซล่าเซลล์สว่างถึงเช้า... ดูเพิ่มเติม,"ตอบกลับเร็วมาก
 
3 นาที",2026-04-27 12:48:06
27,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412926891666/," แผงโซลาร์เซลล์ 245W - 250W แผงมือ2 สภาพดี พร้อมใช้งาน 
 แผงละ 550 บาท
 10 แผงขึ้นไป เหลือเพียง 530 บาท/แผง
... ดูเพิ่มเติม","ตอบกลับเร็วมาก
 
2 ชั่วโมง",2026-04-27 12:48:06
28,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",6 วัน,2026-04-27 12:48:11
29,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412900225002/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
... ดูเพิ่มเติม",2 ชั่วโมง,2026-04-27 12:48:15
30,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605965847180058/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",26 นาที,2026-04-27 12:48:36
31,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605932430516733/,"แผงโซลาร์เซลล์ 245W มือสอง
ราคา 550บาท / แผง
ซื้อ 10 แผงขึ้นไป เหลือ 530 บาท / แผง
หน้าร้าน สระบุรี
 พิกัดทักแชต
ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 12:48:36
32,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605920130517963/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 12:48:36
33,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605898613853448/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",2 ชั่วโมง,2026-04-27 12:48:41
34,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605886363854673/, ค่าไฟแพงแบบนี้…ต้องรีบติดโซล่าเซลล์... ดูเพิ่มเติม,2 ชั่วโมง,2026-04-27 12:48:44
35,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605842747192368/,"แผงโซล่าเซลล์ 245 วัตต์ มือ2
สภาพสวย พร้อมใช้งาน
[
ของมีจำนวนจำกัด
]
ราคา550/แผง
ซื้อ10แผงขึ้นไป เหลือ530/แผง
ดูเพิ่มเติม",4 ชั่วโมง,2026-04-27 12:48:49
