No,Status,Group,Post URL,Message,Score,Reason
11,✅ Lead,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605886363854673/, ค่าไฟแพงแบบนี้…ต้องรีบติดโซล่าเซลล์... ดูเพิ่มเติม,8,แสดงเจตนาชัดเจนว่าต้องการติดตั้งโซล่าเซลล์เนื่องจากค่าไฟแพง มีความเร่งด่วน (รีบ)
12,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527442207524961/,"แผง Aiko เงาบังนิดเดียว... ไฟไม่ตก! 
ปกติแผงโซล่าเซลล์ถ้าเจอเงาบังนิดหน่อย ไฟจะหายไปเยอะเลยใช่ไหมครับ? แต่ตัวนี้เขามีระบบ Partial Shading Optimisation ช่วยให้แผงยังผลิต... ดูเพิ่มเติม",0,เป็นโพสต์แชร์ข้อมูลสินค้า Aiko เกี่ยวกับระบบ Partial Shading Optimisation รูปแบบ
13,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527439867525195/,RAPD ส่งฟรีโดยร้านค้า LiFePO4 Battery  24V - 320Ah / 100Ah มี 2แบบ(Floor Type... ดูเพิ่มเติม,0,Error: The read operation timed out
14,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527438774191971/,สิ้นเดือนนี้มีแผง Aiko 770 เข้าค่า ใครจองก่อนได้ของก่อนเลยย ... ดูเพิ่มเติม,0,ผู้โพสต์เป็นผู้ขาย/จำหน่ายแผงโซลาร์เซลล์ Aiko 770 ไม่ใช่ผู้ต้องการซื้อหรือติดตั้
15,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527423674193481/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้จำหน่ายแผงโซล่าร์เซลล์ ไม่ได้บ่งบอกว่าต้องการซื้อหรือติดตั้ง จึงไ
16,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527416864194162/,"฿1,450
 
 · พระทองคํา, นครราชสีมา",0,โพสต์แสดงราคาสินค้าขาย ไม่ระบุความต้องการซื้อหรือติดตั้งระบบโซลาร์เซลล์
17,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527415850860930/,"บริษัท เอราวัณ โซล่าร์ รับสมัครพนักงานติดตั้ง 1 ตำแหน่ง(ชาย)
****-วิศวกร งานติดตั้งระบบไฟฟ้า/โซล่าร์ 18,000-28,000 บาท/เดือน (มีประสบการณ์)***
****-ช่างติดตั้งระบบโซล่าร์ บ้าน/โรงงาน 3 ตำแหน่ง(ชาย) ค่",0,นี่คือประกาศรับสมัครงานของบริษัท เอราวัณ โซล่าร์ ที่ต้องการจ้างพนักงานติดตั้งโซล
18,❌ Rejected,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1659722728685123/," แผงโซลาร์เซลล์ 245W มือสอง สภาพสวย ใช้งานได้จริง 
  ... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์มือสอง ไม่ได้ต้องการซื้อหรือติดตั้ง
19,❌ Rejected,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1657457405578322/,"⚠️ ด่วน! ค่าไฟรอบใหม่ขึ้นอีกแล้ว ⚠️
พ.ค. – ส.ค. 𝟐𝟓𝟔𝟗 นี้ ค่า 𝐅𝐭 ปรับขึ้นเป็น 𝟎.𝟏𝟔𝟐𝟑 บาท/หน่วย จากเดิม 𝟎.𝟎𝟗𝟕𝟐 บาท/หน่วย แปลว่าทั้งบ้านและธุรกิจต้องเตรี... ดูเพิ่มเติม",1,โพสต์แชร์ข่าวเกี่ยวกับค่าไฟและ FT ขึ้น ไม่มีเจตนาต้องการติดตั้งโซลาร์ ส่วนใหญ่เป
20,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359423224302668/,ความปลอดภัยโซล่าเซลล์ต้องมาก่อนSafety First,2,โพสต์กล่าวถึงความปลอดภัยของโซล่าเซลล์ ไม่ได้แสดงความต้องการซื้อหรือติดตั้ง
21,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359422557636068/,เมื่ออายุเป็นเพียงตัวเลข,0,โพสต์ไม่เกี่ยวข้องกับการซื้อหรือติดตั้งโซลาร์เซลล์
22,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359422030969454/,ใครเคยใช้แผงตัวนี้บ้างครับ ถูกดี,3,ผู้โพสต์สอบถามประสบการณ์การใช้แผงโซลาร์เซลล์และเปรียบเทียบราคา แต่ยังไม่ได้แสดงเ
23,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359405687637755/,"หาคนช่วยขึ้นแผ่น โซล่า บ้าน2ชั้น
แถวประอุทิศ ดอนเมือง 2คน จ่ายหลังเลิกงานคนละ600 สนใจทัก หรือโทร0961735934ได้เลยนะคะ ด่วนๆวันนี้",0,โพสต์นี้เป็นประกาศรับสมัครช่าง/ลูกน้องเพื่อขึ้นแผ่นโซลาร์ ผู้โพสต์กำลังมองหาคนทำ
24,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359403640971293/,สอบถามครับพี่ๆ ถ้าผมเปิดชาต100% 60aจะเป็นอะไรไหมครับ ตอนนี้เปิดชาตยุ75%,2,ถามเกี่ยวกับการใช้งานระบบไฟฟ้าที่มีอยู่ ไม่ได้พูดถึงการต้องการซื้อหรือติดตั้งแผง
25,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299564012143661/,"ติดโซลาร์เซลล์แบบเงินผ่อน สำหรับพนักงานประจำที่มีรายได้มากกว่า 20,000 บาทต่อเด... ดูเพิ่มเติม",0,Parse error
26,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1297048485728547/,"#ปั๊มชักรถเข็นขนาด1นิ้ว สูบน้ำที่ไหนสูบได้
เคลื่อนยายได้ทุกที่ ไม่ต้องกลัวหาย อยากสูบน้ำตรงไหนแค่เข็นไปง่ายๆ  สูบเสร็จเข็นกลับ 
แนะนำใครที่มีสวน ปลูก ผัก ผลไม้ มีไว้จะสบายขึ้น 
ส่งน้ำไกลกว่า150-200เมต",0,ผู้โพสต์กำลังขายอุปกรณ์ปั๊มสูบน้ำแบบเคลื่อนย้ายได้ เป็นผู้ขายสินค้า ไม่ใช่ผู้ต้อ
27,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412926891666/," แผงโซลาร์เซลล์ 245W - 250W แผงมือ2 สภาพดี พร้อมใช้งาน 
 แผงละ 550 บาท
 10 แผงขึ้นไป เหลือเพียง 530 บาท/แผง
... ดูเพิ่มเติม",0,โพสต์นี้เป็น объявление ขายแผงโซลาร์เซลล์มือสอง ไม่ใช่ผู้ที่ต้องการซื้อหรือติดตั
28,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412900225002/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
... ดูเพิ่มเติม",0,โพสต์เป็นฝ่ายขาย/โฆษณาบริการติดตั้งโซลาร์ มีการเชิญชวนให้ติดตั้ง ผ่อนผ่านธนาคาร 
29,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4066632713636354/,Smart PV Optimizer ยี่ห่อ Huawei รุ่น SUN2000-450W-P... ดูเพิ่มเติม,0,ผู้โพสต์กำลังขายอุปกรณ์โซลาร์เซลล์ (Smart PV Optimizer Huawei) เป็นผู้ขาย ไม่ใช่
30,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4064290523870573/,"บริษัท ทีพาวเวอร์เอนเนอร์ยี่ จำกัด
... ดูเพิ่มเติม",0,โพสต์เป็นเพียงชื่อบริษัทและลิงก์ดูเพิ่มเติม ไม่มีข้อความที่แสดงความต้องการซื้อหร
31,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4064509743848651/,"สตูดิโอ 0 ห้องน้ำ - อพาร์ทเมนท์
โฮมโปร, ถนน เทพกษัตรี, ศรีสุนทร, ถลาง, ภูเก็ต 83110, ประเทศไทย
 ด่วน! ที่ดินทำเลทอง ติดถนนใหญ่ ใกล้ HomePro ถลาง ภูเก็ต... ดูเพิ่มเติม",0,โพสต์เป็นประกาศขาย/เช่าอพาร์ทเมนท์และที่ดิน ไม่เกี่ยวข้องกับแผงโซลาร์เซลล์ ผู้โพ
32,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605920130517963/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
ดูเพิ่มเติม",0,Parse error
33,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605898613853448/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,ผู้จำหน่ายแผงโซล่าร์เซลล์ (ผู้ขาย) ไม่ใช่ผู้ซื้อ
34,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605842747192368/,"แผงโซล่าเซลล์ 245 วัตต์ มือ2
สภาพสวย พร้อมใช้งาน
[
ของมีจำนวนจำกัด
]
ราคา550/แผง
ซื้อ10แผงขึ้นไป เหลือ530/แผง
ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซล่าเซลล์มือสอง ไม่ใช่ผู้ที่ต้องการซื้อหรือติดตั้งระบบโซล่
35,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605838023859507/,Deye Micro Inverter 1.6kW/2.25kW พร้อม Rapid Shutdown Build in AFCI  - ประกัน ... ดูเพิ่มเติม,0,โพสต์ขายอุปกรณ์โซลาร์เซลล์ (Deye Micro Inverter) → เป็นผู้ขายไม่ใช่ผู้ซื้อ
36,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605825563860753/," ถูกจริง ใช้ได้จริง! ใครหาโซล่าเซลล์อยู่ ห้ามพลาดตัวนี้
 แผงโซลาร์เซลล์ 245W มือ 2 หน้าใส
 สภาพสวย คัดแล้วทุกแผง
 ไฟออกเต็ม ใช้งานได้จริง ไม่ต้องลุ้น
ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์มือสอง กำลังโฆษณาสินค้าของตัวเอง ไม่ใช่คนที่ต้อง
