No,Status,Group,Post URL,Message,Score,Reason
11,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527458190856696/,จะติดกล้องวงจรปิด อย่ามองแค่ราคา! ต้องมองที่ความชัดและบริการหลังการขายด้วย... ดูเพิ่มเติม,0,โพสต์เกี่ยวกับกล้องวงจรปิด(CCTV) ไม่เกี่ยวข้องกับแผงโซลาร์เซลล์เลย
12,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527453347523847/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายระบบโซลาร์เซลล์ ไม่ได้แสดงความต้องการซื้อหรือติดตั้ง
13,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527442207524961/,"แผง Aiko เงาบังนิดเดียว... ไฟไม่ตก! 
ปกติแผงโซล่าเซลล์ถ้าเจอเงาบังนิดหน่อย ไฟจะหายไปเยอะเลยใช่ไหมครับ? แต่ตัวนี้เขามีระบบ Partial Shading Optimisation ช่วยให้แผงยังผลิต... ดูเพิ่มเติม",1,ผู้โพสต์เป็นผู้ขาย/แชร์ข้อมูลสินค้าแผงโซล่าเซลล์ Aiko กำลังอธิบายคุณสมบัติของสิน
14,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527439867525195/,RAPD ส่งฟรีโดยร้านค้า LiFePO4 Battery  24V - 320Ah / 100Ah มี 2แบบ(Floor Type... ดูเพิ่มเติม,0,โพสต์นี้เป็นร้านค้าที่กำลังขายแบตเตอรี่ LiFePO4 โดยเน้นเรื่องส่งฟรี ไม่ใช่ผู้ที่
15,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527438774191971/,สิ้นเดือนนี้มีแผง Aiko 770 เข้าค่า ใครจองก่อนได้ของก่อนเลยย ... ดูเพิ่มเติม,0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์ Aiko 770W แจ้งข่าวสินค้าเข้าและเชิญชวนให้จอง ต้
16,❌ Rejected,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1659722728685123/," แผงโซลาร์เซลล์ 245W มือสอง สภาพสวย ใช้งานได้จริง 
  ... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์มือสอง ไม่ใช่ผู้ต้องการซื้อหรือติดตั้ง
17,❌ Rejected,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1657457405578322/,"⚠️ ด่วน! ค่าไฟรอบใหม่ขึ้นอีกแล้ว ⚠️
พ.ค. – ส.ค. 𝟐𝟓𝟔𝟗 นี้ ค่า 𝐅𝐭 ปรับขึ้นเป็น 𝟎.𝟏𝟔𝟐𝟑 บาท/หน่วย จากเดิม 𝟎.𝟎𝟗𝟕𝟐 บาท/หน่วย แปลว่าทั้งบ้านและธุรกิจต้องเตรี... ดูเพิ่มเติม",0,โพสต์เป็นผู้ขายแผงโซลาร์เซลล์ ใช้ประเด็นค่าไฟขึ้นเป็นการตลาดสร้างความตื่นตระหนกเ
18,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359436724301318/,"ATS ตัวนี้สลับไฟเร็วมากครับ
ทดลองใช้มา 3 เดือนแล้ว ช่วงมีการสลับไฟ อุปกรณ์ไฟฟ้ายังทำงานต่อเนื่องได้ปกติ ไม่มีสะดุดครับ",0,ผู้โพสต์กำลังรีวิวหรือแชร์ประสบการณ์การใช้งานอุปกรณ์ ATS (อัตโนมัติสวิตซ์ไฟฟ้า) 
19,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359435287634795/,บอกได้คำเดียวร้อนมากๆ,1,ผู้ใช้ไม่ได้แสดงความสนใจซื้อหรือติดตั้งโซลาร์เซลล์ แต่ขอคำเดียวที่ร้อนมาก ไม่เกี
20,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359434427634881/,ขอแชร์ความรู้ท่านที่ใช้งาน Super box iot หน่อยน่ะครับ หาซื้อที่ไหน ฟังชั่นการใช้งานเปิด-ปิด อัตโนมัติใช้งานได้ดีไหมครับ พอดีอยู่ต่างจังหวัดอยากสั่งผ่านมือถือครับ,0,ผู้ใช้ถามเกี่ยวกับการซื้อ Super box iot และไม่ได้กล่าวถึงโซลาร์เซลล์หรือการติดตั
21,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359433354301655/,"เปิดจองแผง AIKO 670 ,AIKO770 Duoglass [์NEW]
สัมผัสความล้ำสมัยกับแผงโซลาร์เซลล์ 𝐀𝐈𝐊𝐎 𝐂𝐨𝐦𝐞𝐭 𝟔𝟕𝟎𝐖 ที่มาพร้อมเทคโนโลยี 𝐀𝐁𝐂 (𝐀𝐥𝐥 𝐁𝐚𝐜𝐤 𝐂𝐨𝐧𝐭𝐚𝐜𝐭) เจ้าแรกในไทย!


 ประสิทธิภาพสูงสุด: 𝐌𝐨𝐝𝐮𝐥𝐞 𝐄𝐟𝐟𝐢𝐜𝐢𝐞𝐧𝐜𝐲 สูงถึง ",0,โพสต์นี้เป็นการประกาศขายและจองแผงโซลาร์เซลล์ AIKO ซึ่งผู้โพสต์เป็นผู้ขาย/ดีลเลอร
22,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359431937635130/,ขออนุญาตสอบถามครับ ผมสั่งแผงโซล่าเซล์มาทำน้ำพุ ใช้มาประมาณเดือนกว่าๆแล้ว ใช้งานได้ปกติ แต่อยู่ๆปั้มก็ไม่ทำงาน ผมวัดไฟจากแผงไฟมาปกตินะครับ แต่พอผมเปิดน้ำพุไฟเหลือแค่ 1 v อาการแบบนี้เป็นที่อะไรครับ,0,ผู้ใช้งานที่ซื้อแผงโซล่าเซล์ไปแล้ว กำลังสอบถามปัญหาการใช้งาน/ซ่อมบำรุง ไม่ใช่ผู้
23,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359430310968626/,มอเตอร์ 3 เฟส ... ถ้าเราต่อไฟจาก INVERTER ON GRID 1 เฟส ดันเข้ามอเตอร์เฟสเดียว... ดูเพิ่มเติม,0,ผู้โพสตถามเรื่องเทคนิคการต่ออินเวอร์เตอร์กับมอเตอร์ 3 เฟส ไม่ได้แสดงความต้องการซ
24,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359426754302315/,ขออนุญาตแอดมินครับ ส่งต่อ Luxpower Inverter Hybrid 6KW 1Phase (ของใหม่ยังไม่โด... ดูเพิ่มเติม,0,ผู้โพสต์เป็นผู้ขายอุปกรณ์อินเวอร์เตอร์ Luxpower ไม่ใช่ผู้ต้องการซื้อหรือติดตั้ง
25,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359422557636068/,เมื่ออายุเป็นเพียงตัวเลข,0,โพสต์ไม่เกี่ยวข้องกับการซื้อหรือติดตั้งโซลาร์เซลล์ เป็นเพียงวลีเกี่ยวกับอายุที่ไ
26,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299583188808410/,"แผงโซลาร์เซลล์ 245W มือสอง
ราคา 550บาท / แผง
ซื้อ 10 แผงขึ้นไป เหลือ 530 บาท / แผง
หน้าร้าน สระบุรี
 พิกัดทักแชต
ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์มือสอง ราคาขายส่ง พร้อมระบุสถานที่และช่องทางติดต
27,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1291076892992373/,"สายไฟ PV Cable สายไฟ PV ขนาด 6 sq.mm.ยี่ห้อ LINK สีแดง/ดำ 1,000R M. /Roll... ดูเพิ่มเติม",0,โพสต์เป็นการขายสายไฟ PV Cable ไม่ได้แสดงความต้องการซื้อหรือติดตั้งระบบโซลาร์เซลล
28,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299573995475996/,ขออนุญาตแอดมินครับ ส่งต่อ Luxpower Inverter Hybrid 6KW 1Phase (ของใหม่ยังไม่โด... ดูเพิ่มเติม,0,Parse error
29,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412926891666/," แผงโซลาร์เซลล์ 245W - 250W แผงมือ2 สภาพดี พร้อมใช้งาน 
 แผงละ 550 บาท
 10 แผงขึ้นไป เหลือเพียง 530 บาท/แผง
... ดูเพิ่มเติม",0,โพสต์นี้เป็นประกาศขายแผงโซลาร์เซลล์มือสอง ไม่ใช่ผู้ที่ต้องการซื้อหรือติดตั้งระบบ
30,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412900225002/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
... ดูเพิ่มเติม",0,Parse error
31,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4066277533671872/,"แผง JA Solar
... ดูเพิ่มเติม",0,โพสต์เป็นการโปรโมท/ขายแผงโซลาร์เซลล์แบรนด์ JA Solar ไม่ใช่ผู้ต้องการซื้อหรือติดต
32,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4064290523870573/,"บริษัท ทีพาวเวอร์เอนเนอร์ยี่ จำกัด
... ดูเพิ่มเติม",0,Parse error
33,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4064509743848651/,"สตูดิโอ 0 ห้องน้ำ - อพาร์ทเมนท์
โฮมโปร, ถนน เทพกษัตรี, ศรีสุนทร, ถลาง, ภูเก็ต 83110, ประเทศไทย
 ด่วน! ที่ดินทำเลทอง ติดถนนใหญ่ ใกล้ HomePro ถลาง ภูเก็ต... ดูเพิ่มเติม",0,โพสต์เป็นประกาศขายที่ดินและอพาร์ทเมนท์ในภูเก็ต ไม่มีความต้องการซื้อหรือติดตั้งโซ
34,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605920130517963/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
ดูเพิ่มเติม",0,Parse error
35,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605898613853448/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้จำหน่าย/ขายแผงโซล่าร์เซลล์ (SELLER) ไม่ใช่ผู้ต้องการซื้อหรือติดตั
36,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605842747192368/,"แผงโซล่าเซลล์ 245 วัตต์ มือ2
สภาพสวย พร้อมใช้งาน
[
ของมีจำนวนจำกัด
]
ราคา550/แผง
ซื้อ10แผงขึ้นไป เหลือ530/แผง
ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซล่าเซลล์มือสอง ราคา550-530บาท/แผง ไม่ใช่ผู้ต้องการซื้อหรื
37,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605838023859507/,Deye Micro Inverter 1.6kW/2.25kW พร้อม Rapid Shutdown Build in AFCI  - ประกัน ... ดูเพิ่มเติม,0,ผู้โพสต์เป็นผู้ขายอุปกรณ์โซลาร์เซลล์ (Deye Micro Inverter) ไม่ใช่ผู้ที่ต้องการซื
38,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605825563860753/," ถูกจริง ใช้ได้จริง! ใครหาโซล่าเซลล์อยู่ ห้ามพลาดตัวนี้
 แผงโซลาร์เซลล์ 245W มือ 2 หน้าใส
 สภาพสวย คัดแล้วทุกแผง
 ไฟออกเต็ม ใช้งานได้จริง ไม่ต้องลุ้น
ดูเพิ่มเติม",0,โพสต์ขายแผงโซลาร์เซลล์มือสอง 245W เป็นผู้ขายไม่ใช่ผู้ซื้อ
39,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605819337194709/," ชุดปั๊มหอยโข่งโซล่าเซลล์ Handuro AC/DC 750w 1100w 1500w 2200w 1.5” 2” 3” 4” ชุดพร้อมใช้ปั๊มโซล่าเซลล์
ชุดปั๊มหอยโข่ง 2 ระบบ ชุดปั๊มโซล่าเซลล์ แฮนดูโร่
 ขายในราคา ฿12,000  บาท
สั่งซื้อ https://s.shope",0,"ผู้โพสต์เป็นผู้ขายสินค้า (ขายชุดปั๊มหอยโข่งโซล่าเซลล์ ราคา 12,000 บาท) มีลิงก์สั"
