No,Status,Group,Post URL,Message,Score,Reason,PostDate (UTC+7),ScrapeAt (UTC+7)
22,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299713132128749/,"ปรึกษาค่ะ ที่บ้านติด solar 5kw (เห็นผลิตได้ max สุด ไม่เกิน 3 เลย) ไม่มีแบต huawei
ค่าไฟเดือน เมษา 68 /3700 ตอนยังไม่ติด
ค่าไฟเดือน เมษา 69/ 3400 
 ติดแล้ว
กลางวัน เปิดแอร์ 30000btu ให้แมว ประมาณ 3ชม.",0,เป็นลูกค้าที่ติดตั้งแล้ว ถามเรื่องประสิทธิภาพของระบบที่มีอยู่ ไม่ใช่ผู้ที่ต้องกา,9 นาที,2026-04-27 15:11:48
23,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299671972132865/,"""เช็กด่วน! 
#ค่าไฟจ่อปรับขึ้นเป็น 3.95 บาท/หน่วย (เพิ่ม Ft 16.23 สตางค์) เริ่ม พ.ค. 69 นี้ 
#นโยบาย
#ค่าไฟฟ้า",0,โพสต์เป็นข่าวแจ้งเตือนเรื่องค่าไฟจะขึ้น ไม่มีเจตนาต้องการซื้อหรือติดตั้งโซลาร์เซ,1 ชั่วโมง,2026-04-27 15:12:06
24,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299714712128591/, ติดตั้งโซล่าเซลล์ พร้อมตะแกรงกันนก ครบจบในที่เดียว... ดูเพิ่มเติม,0,Parse error,7 นาที,2026-04-27 15:12:17
25,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067565863543039/,รีวิว  ทดสอบเครื่องไฟฟ้า ใช้งานได้จริงไหม ลองกันชัดๆ ไม่มีตัดต่อ ไม่มีรีวิวแอ... ดูเพิ่มเติม,0,โพสต์เป็นการรีวิวทดสอบเครื่องไฟฟ้า ไม่ใช่ผู้ที่ต้องการซื้อหรือติดตั้งโซลาร์เซลล์,"ตอบกลับเร็วมาก
 
40 นาที",2026-04-27 15:12:32
26,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067561483543477/,"อินเวอร์เตอร์ แปลงไฟ 24V เป็น 220V ขนาด 3,000 วัตต์ ยี่ห้อ WE POWER MAX... ดูเพิ่มเติม",0,โพสต์เป็นการขายอินเวอร์เตอร์ ไม่ใช่ความต้องการซื้อหรือติดตั้งระบบโซลาร์เซลล์,"ตอบกลับเร็วมาก
 
47 นาที",2026-04-27 15:12:32
27,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4066268097006149/,Changer... ดูเพิ่มเติม,3,ข้อความสั้นไม่ชัดเจน มีการขอดูเพิ่มเติมเกี่ยวกับ 'Changer' ซึ่งอาจเป็นสินค้าหรือ,1 วัน,2026-04-27 15:12:38
28,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขาย/ผู้ให้บริการ EPC ที่มีราคาพิเศษ ทั้งเนื้อหาเป็นการโฆษณาบริการ,6 วัน,2026-04-27 15:12:44
29,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067550620211230/,แบตลิเธียม ฟอสเฟต 3.2  100แอม มือสอง ค่าir ประมาณ 0.6  นัดรับอ่างทองหรือใกล้เคียง ส่งขนส่ง มีปลายทาง,0,ผู้โพสต์ขายแบตเตอรี่ลิเธียมมือสอง ไม่ใช่ผู้ต้องการซื้อหรือติดตั้งโซลาร์เซลล์ เป็,1 ชั่วโมง,2026-04-27 15:12:49
30,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4063460377286921/,มาๆมาแล้ว  แผงมือ 2  ที่คุณอยากได้  ราคาถูก !!  แผง 310 w มือ2  ใช้สูบน้ำ ปั้ม... ดูเพิ่มเติม,0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์มือสอง (แผงมือ2) ราคาถูก ไม่ใช่ผู้ต้องการซื้อหรื,4 วัน,2026-04-27 15:12:55
31,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412900225002/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
... ดูเพิ่มเติม",0,โพสต์นี้เป็นโฆษณาขายและติดตั้งโซลาร์เซลล์ ไม่ใช่ผู้ที่ต้องการซื้อ เนื่องจากเป็นก,4 ชั่วโมง,2026-04-27 15:13:08
32,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1606018743841435/, เคสติดตั้งจริง | GENIXGREEN 16.07 kWh... ดูเพิ่มเติม,0,โพสต์นี้แสดงผลงานการติดตั้งจริงของ GENIXGREEN ซึ่งเป็นผู้ขายหรือผู้ติดตั้งระบบโซ,1 ชั่วโมง,2026-04-27 15:13:21
33,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605982830511693/," โคมไฟโซล่าเซลล์ 120w สปอตไลท์ โคมไฟสปอร์ตไลท์ติดสนาม ไฟพลังงานแสงอาทิตย์ ไฟกลางแจ้ง ไฟสวนโซล่าเซลล์ 
 ราคา  ฿626  บาท
สั่งซื้อ https://s.shopee.co.th/4AwKnYXbZ0
สั่งซื้อ https://s.lazada.co.th/s.ZgGU",0,โพสต์นี้เป็นการขายสินค้าโซล่าเซลล์ (โคมไฟ 120W) พร้อมลิงก์สั่งซื้อจาก Shopee และ,2 ชั่วโมง,2026-04-27 15:13:21
34,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605965847180058/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,โพสต์นี้เป็นผู้ขาย (จำหน่ายแผงโซล่าร์เซลล์) ไม่ใช่ผู้ต้องการซื้อหรือติดตั้ง เลยไ,2 ชั่วโมง,2026-04-27 15:13:21
35,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605932430516733/,"แผงโซลาร์เซลล์ 245W มือสอง
ราคา 550บาท / แผง
ซื้อ 10 แผงขึ้นไป เหลือ 530 บาท / แผง
หน้าร้าน สระบุรี
 พิกัดทักแชต
ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์มือสอง ไม่ใช่ผู้ต้องการซื้อหรือติดตั้ง,3 ชั่วโมง,2026-04-27 15:13:27
36,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605920130517963/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
ดูเพิ่มเติม",0,โพสต์นี้เป็นโฆษณาขายแผงโซลาร์เซลล์ ไม่ใช่คนที่ต้องการซื้อ/ติดตั้ง เนื่องจากมีการ,4 ชั่วโมง,2026-04-27 15:13:32
37,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605898613853448/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้จำหน่ายแผงโซล่าร์เซลล์ (Tier 1) ไม่ใช่ผู้ต้องการซื้อหรือติดตั้ง,4 ชั่วโมง,2026-04-27 15:13:38
